# Vigil IOC: C2 and tracking domains
# Format: domain|threat_name|category
meskereme.net|201712_Cyberbit|c2
mespiao.com.br|SpyApp|tracking
message-tracker-98822.firebaseio.com|TrackMyPhones|c2
messages01.smstracker.com|CallSMSTracker|c2
messages02.smstracker.com|CallSMSTracker|c2
messengers.video|2021_11_action_against_hackers_in_pakistan_and_syria|c2
mesvr.com|201512_PackRAT|c2
metacafe.live|2021_07_taking_action_against_hackers_in_iran|c2
meuspy.com|MeuSpy|tracking
mflx.biz|FlexiSpy|c2
mg-mail-yahoo.us|201801_SpyingOnABudget|c2
mg-spyzie.oss-us-west-1.aliyuncs.com|Cocospy|c2
mg.sdkbalance.com|MobileTracker|tracking
mgo.kcpro.ga|MobileTracker|tracking
mgoogle.us|201512_PackRAT|c2
mgrsr.com|202006_DarkBasin|c2
mi.thd.cc|mSpy|c2
micorsoftonilne.com|2021_07_taking_action_against_hackers_in_iran|c2
micorsoftonline.website|2021_07_taking_action_against_hackers_in_iran|c2
micorsoftonline.xyz|2021_07_taking_action_against_hackers_in_iran|c2
microsoft-inc.us|201801_SpyingOnABudget|c2
microsoftcdn.co|2022_04_metas_adversarial_threat_report_q1|c2
microsoftdefender.info|2022_04_metas_adversarial_threat_report_q1|c2
microsoftedgesh.info|2022_04_metas_adversarial_threat_report_q1|c2
microsoftoffice.systems|2021_07_taking_action_against_hackers_in_iran|c2
microsoftonilne.cloud|2021_07_taking_action_against_hackers_in_iran|c2
microtracker-1ca43.firebaseio.com|TheTruthSpy|c2
mideast-today.com|201810_TheKingdomCameToCanada|c2
mideasthiring.com|2022_04_metas_adversarial_threat_report_q1|c2
mifcbook.link|2021_12_taking_action_against_surveillance_for_hire|c2
mikkelbourke.pro|2021_04_taking_action_against_hackers_in_palestine|c2
mimestyle.xyz|MobileTracker|tracking
mimeversion.top|MobileTracker|tracking
mimi18s.top|MobileTracker|tracking
mimibox.top|MobileTracker|tracking
mimicwt.net|MobileTracker|tracking
mimimsg.net|MobileTracker|tracking
miniiosapps.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
ministrynewschannel.com|201605_Stealth_Falcon|c2
ministrynewsinfo.com|201605_Stealth_Falcon|c2
minrsrvr.com|202006_DarkBasin|c2
minspy.com|Cocospy|tracking
mintrack.vip|Cocospy|c2
mirrorscreencasttvv.com|MobileTracker|tracking
mispace.cam|2021_07_taking_action_against_hackers_in_iran|c2
misran.org|2021_03_taking_action_against_hackers_in_china|c2
misran.org|MobileTracker|tracking
mitube1.link|2021_12_taking_action_against_surveillance_for_hire|c2
mix-store.online|2021_04_taking_action_against_hackers_in_palestine|c2
mkid.app|mSpy|tracking
mkidctrl.app|mSpy|tracking
mkidsecure.com|mSpy|tracking
mlinks.ws|2021_12_taking_action_against_surveillance_for_hire|c2
mlite-app.livekit.cloud|mSpy|c2
mlite-app.thd.cc|mSpy|c2
mlite-socket.thd.cc|mSpy|c2
mliteapp.alter757.info|mSpy|c2
mliteapp.com|mSpy|tracking
mmbox.top|MobileTracker|tracking
mnesytrlatr.com|MobileTracker|tracking
mnfbodivbv.com|MobileTracker|tracking
mnrsrvrer.com|202006_DarkBasin|c2
mob.eurotrans.kz|Reptilicus|c2
mobeespy.com|HelloSpy|tracking
mobellspy.com|HelloSpy|tracking
mobi22.com|Mrecorder|c2
mobidad.app|TheTruthSpy|tracking
mobiispy.com|HelloSpy|c2
mobiispy.com|HelloSpy|tracking
mobil-kem.com|EasyPhoneTrack|tracking
mobil-kem.com|SpyPhoneApp|c2
mobile-collector.newrelic.com|MobileTracker|tracking
mobile-crash.newrelic.com|MobileTracker|tracking
mobile-gw.thd.cc|mSpy|c2
mobile-remote-tracker.com|HelloSpy|tracking
mobile-sdk-api.intercom.io|MobileTracker|tracking
mobile-spy.co.za|Intertel|tracking
mobile-tracker-data.com|MobileTrackerFree|c2
mobile-tracker-family.com|MobileTrackerFree|tracking
mobile-tracker-free.be|MobileTrackerFree|tracking
mobile-tracker-free.biz|MobileTrackerFree|tracking
mobile-tracker-free.com|MobileTrackerFree|c2
mobile-tracker-free.com|MobileTrackerFree|tracking
mobile-tracker-free.co|MobileTrackerFree|tracking
mobile-tracker-free.de|MobileTrackerFree|tracking
mobile-tracker-free.es|MobileTrackerFree|tracking
mobile-tracker-free.eu|MobileTrackerFree|tracking
mobile-tracker-free.fr|MobileTrackerFree|tracking
mobile-tracker-free.info|MobileTrackerFree|tracking
mobile-tracker-free.ir|MobileTrackerFree|tracking
mobile-tracker-free.it|MobileTrackerFree|tracking
mobile-tracker-free.me|MobileTrackerFree|tracking
mobile-tracker-free.mobi|MobileTrackerFree|tracking
mobile-tracker-free.name|MobileTrackerFree|tracking
mobile-tracker-free.net|MobileTrackerFree|tracking
mobile-tracker-free.org|MobileTrackerFree|tracking
mobile-tracker.mobi|MobileTrackerFree|tracking
mobile.ams2.measurelib.com|MobileTracker|tracking
mobile.fra2.measurelib.com|MobileTracker|tracking
mobile.measurelib.com|MobileTracker|tracking
mobileapps.com.my|FlexiSpy|tracking
mobilebackup.biz|AndroidPolice|tracking
mobilefonex.com|FlexiSpy|tracking
mobileinnova.net|OwnSpy|tracking
mobilenannylogs.com|PhoneSheriff|c2
mobilerecorder-1277.firebaseio.com|Mrecorder|c2
mobilerecorder24.com|Mrecorder|tracking
mobilespy.at|AndroidPolice|tracking
mobilespy.io|Fenced|tracking
mobilespyblog.com|HelloSpy|tracking
mobilespyfree.net|AppSpy|tracking
mobilespyonline.com|TheTruthSpy|tracking
mobiletool.ru|MobileTool|c2
mobiletool.ru|MobileTool|tracking
mobispy.net|MobiSpy|tracking
mobistealth.com|MobiStealth|tracking
mobitrackapps.com|MobileTrackerFree|tracking
mobleingsder.com|MobileTracker|tracking
mobnetlink1.com|2021_12_taking_action_against_surveillance_for_hire|c2
mobnetlink2.com|2021_12_taking_action_against_surveillance_for_hire|c2
mobnetlink3.com|2021_12_taking_action_against_surveillance_for_hire|c2
mocospy.com|MocoSpy|tracking
moggfelicio.info|2021_04_taking_action_against_hackers_in_palestine|c2
moi-gov.serveftp.com|201702_NilePhish|c2
moi-pna.pw|2021_04_taking_action_against_hackers_in_palestine|c2
momomsg.top|MobileTracker|tracking
monitor-android.android-monitor.ru|AndroidPolice|c2
monitor-android.android-monitor.ru|AndroidPolice|tracking
monitor-ua.com|2022_04_metas_adversarial_threat_report_q1|c2
monitor-ultra.com|MonitorUltra|c2
monitorecell.com.br|MeuSpy|tracking
monitorminor.com.tr|AndroidPolice|tracking
moone-b9497.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
moone-b9497.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
movimientoanticorreista.com|201512_PackRAT|c2
mozillaupdate.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
mpotect.app|mSpy|tracking
mrec24.com|Mrecorder|c2
mrecorder.com|Mrecorder|tracking
mrgrhr.com|202006_DarkBasin|c2
mrswd.wo87sf.com|MobileTool|c2
ms-cdn-88.com|201803_BadTraffic|c2
msafe.xyz|AndroidPolice|c2
msafety.app|mSpy|tracking
msap.services|201909_MissingLink|c2
msas.ws|2021_12_taking_action_against_surveillance_for_hire|c2
msecureapp.com|mSpy|tracking
msgrdrg.com|202006_DarkBasin|c2
msol.live|2021_07_taking_action_against_hackers_in_iran|c2
msonline.live|2021_07_taking_action_against_hackers_in_iran|c2
msp-control.app|mSpy|tracking
mspkid.app|mSpy|tracking
mspy.alter757.info|mSpy|c2
mspy.co.il|mSpy|tracking
mspy.co.uk|mSpy|tracking
mspy.com.ar|mSpy|tracking
mspy.com.br|mSpy|tracking
mspy.com.cn|mSpy|tracking
mspy.com.es|mSpy|tracking
mspy.com|mSpy|tracking
mspy.fr|mSpy|tracking
mspy.in|mSpy|tracking
mspy.it|mSpy|tracking
mspy.jp|mSpy|tracking
mspy.net|mSpy|tracking
mspy.nl|mSpy|tracking
mspy.support|mSpy|tracking
mspyitaly.com|AndroidPolice|tracking
mspylite.com|mSpy|tracking
mspymax.com|HelloSpy|tracking
mspyonline.com|mSpy|c2
mspyonline.com|mSpy|tracking
mspyplus.com|mSpy|tracking
mspytrackercom.alter757.info|mSpy|c2
msrdr.com|202006_DarkBasin|c2
msrfrgr.com|202006_DarkBasin|c2
msrvrgeh.com|202006_DarkBasin|c2
msrvrgh.com|202006_DarkBasin|c2
msrwr.com|202006_DarkBasin|c2
mssecurityaccount.online|2021_07_taking_action_against_hackers_in_iran|c2
mt2-sdp4.mt-2.co|MobileTracker|tracking
mt5vsuf1.net|MobileTracker|tracking
mtechn.zendesk.com|mSpy|c2
mtf.re|MobileTrackerFree|c2
mtm1nwmx-api.findgravy.com|MobileTracker|tracking
mtoolapp.biz|MobileTool|c2
mtoolapp.biz|MobileTool|tracking
mtoolapp.net|MobileTool|c2
mtoolapp.net|MobileTool|tracking
mtracker.fortess.net|WiseMo|c2
multilingualbackend.azurewebsites.net|MobileTracker|tracking
muslim-world.info|201810_TheKingdomCameToCanada|c2
muslimasauda.com|MobileTracker|tracking
mvrsrvrer.com|202006_DarkBasin|c2
mxout.net|MobileTracker|tracking
mxspy.com|TheTruthSpy|c2
mxspy.com|TheTruthSpy|tracking
my-office.cf|201801_SpyingOnABudget|c2
my-player.vip|MobileTracker|tracking
my-spy-a9c92.firebaseio.com|MySpyApps|c2
my.a-spy.com|RealtimeSpy|c2
my.aispyer.com|AiSpyer|c2
my.androidmonitor.com|AndroidMonitor|tracking
my.copy9.com|TheTruthSpy|c2
my.hws.icu|Hoverwatch|tracking
my.ispyoo.com|TheTruthSpy|c2
my.jjspy.com|RealtimeSpy|c2
my.kidsecured.com|mSpy|c2
my.mobiletool.ru|MobileTool|c2
my.mobispy.net|MobiSpy|c2
my.mrec24.com|Mrecorder|c2
my.mspyonline.com|mSpy|c2
my.mtoolapp.net|MobileTool|c2
my.nexspy.com|AndroidPolice|c2
my.phonsee.com|mSpy|c2
my.securechildren.online|mSpy|c2
my.snoopza.com|Snoopza|c2
my.spylix.com|AndroidPolice|c2
my.spynger.net|Spynger|c2
my.spyzie.com|Cocospy|c2
my.thespyapp.com|TheTruthSpy|c2
my.thetruthspy.com|TheTruthSpy|c2
my2.snoopza.com|Snoopza|c2
myaccount-mail.com|201801_SpyingOnABudget|c2
myaccount.servehttp.com|201702_NilePhish|c2
myaccounts-google.info|201801_SpyingOnABudget|c2
myaccounts-google.online|201801_SpyingOnABudget|c2
myaccounts-google.space|201801_SpyingOnABudget|c2
myaccounts-google.tk|201801_SpyingOnABudget|c2
myaccounts-gooog1e.com|201801_SpyingOnABudget|c2
myaccounts-gooog1e.space|201801_SpyingOnABudget|c2
myaccounts-mail.com|201801_SpyingOnABudget|c2
myaccountsgoogle.info|201801_SpyingOnABudget|c2
myaddress.today|MobileTracker|tracking
myapp-gooog1e.com|201801_SpyingOnABudget|c2
myappmobile-537f7.firebaseio.com|MobileTrackerFree|c2
mycellspy.com|AndroidPolice|tracking
mychattranslator.club|MobileTracker|tracking
mycloud.wisemo.com|WiseMo|c2
mycloud1.wisemo.com|WiseMo|c2
mycoffeeshop.shop|2021_12_taking_action_against_surveillance_for_hire|c2
mydomainxyz.xyz|2021_07_taking_action_against_hackers_in_iran|c2
mydrive-accounts-google.ml|201801_SpyingOnABudget|c2
mydrive-google.asia|201801_SpyingOnABudget|c2
mydrive-google.com|201801_SpyingOnABudget|c2
mydrive-google.online|201801_SpyingOnABudget|c2
mydrive-google.space|201801_SpyingOnABudget|c2
mydrive-mail.asia|201801_SpyingOnABudget|c2
mydwnd.com|MobileTracker|tracking
mydwnd.com|XNSpy|c2
myfacetik.cf|202006_DarkBasin|c2
myfcbk.net|2021_12_taking_action_against_surveillance_for_hire|c2
myfonemate.com|mSpy|tracking
mylinbas.com|202006_DarkBasin|c2
mylocatorplus.club|MobileTracker|tracking
mymensaje-sms.com|201706_RecklessExploit|c2
myspyapps.com|MySpyApps|tracking
mytrips.quest|2021_12_taking_action_against_surveillance_for_hire|c2
myutbe.net|2021_12_taking_action_against_surveillance_for_hire|c2
mywebredirect.info|202006_DarkBasin|c2
mywebsitevpstest.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
mz-vodacom.info|201608_NSO_Group|c2
mzanzispy.co.za|MzanziSpy|tracking
mzpgfh.uhabq9.com|MobileTool|c2
n.appspool.net|MobileTracker|tracking
n.freespy1.ml|MobileTracker|tracking
n.freespy1.tk|MobileTracker|tracking
n.servidor.in|MeuSpy|c2
n.systemlog.me|MobileTracker|tracking
n.umobix.com|uMobix|tracking
n1.flyermobi.com|MobileTracker|tracking
n1.lavozamericana.info|201512_PackRAT|c2
n1.login-office365.com|201512_PackRAT|c2
n1.support-java.com|201512_PackRAT|c2
n1.update-outlook.info|201512_PackRAT|c2
n2.login-office365.com|201512_PackRAT|c2
n3.pancaliente.info|201512_PackRAT|c2
n4.pancaliente.info|201512_PackRAT|c2
n47n.oss-ap-southeast-5.aliyuncs.com|MobileTracker|tracking
n6sm2m.celltracker.io|MobileTrackerFree|c2
nabd.site|2021_12_taking_action_against_surveillance_for_hire|c2
nabde.app|2021_12_taking_action_against_surveillance_for_hire|c2
nachat-152615.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
nachat-152615.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
nameserver3476.com|202006_DarkBasin|c2
nameserverredirect.com|202006_DarkBasin|c2
nassosblog.gr.com|2021_12_taking_action_against_surveillance_for_hire|c2
nation-news.com|201608_NSO_Group|c2
nav.telematicsdirect.com|MobileTracker|tracking
nd-aktuell.co|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
nd-aktuell.net|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
nd-aktuell.pro|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
ndagri.com|MobileTracker|tracking
neatspy.com|Cocospy|tracking
neatspy.vip|Cocospy|c2
nemaeovies.com|MobileTracker|tracking
nemospy.com|AndroidPolice|c2
nemospy.com|AndroidPolice|tracking
nemshi-news.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
nemshi.net|2021_12_taking_action_against_surveillance_for_hire|c2
neospy.net|NeoSpy|tracking
neospy.pro|NeoSpy|tracking
neospy.tech|NeoSpy|tracking
net.cleverjp.com|MobileTracker|tracking
net.etrality.com|MobileTracker|tracking
net.hahamobi.com|MobileTracker|tracking
net.salmonads.com|MobileTracker|tracking
netcomserviceonline.com|202006_DarkBasin|c2
netgeoserversg.com|202006_DarkBasin|c2
netmapservice.com|202006_DarkBasin|c2
netsecureemailservice.com|202006_DarkBasin|c2
netsecurehostingmy.com|202006_DarkBasin|c2
netsecuremailhosting.com|202006_DarkBasin|c2
netsecureserver399.com|202006_DarkBasin|c2
netserviceru.com|202006_DarkBasin|c2
netspy-7b8ec.firebaseio.com|NetSpy|c2
netspy.net|NetSpy|tracking
network190.com|201706_RecklessExploit|c2
networkcartography.com|MobileTracker|tracking
networkcartography.net|MobileTracker|tracking
networkcartography.org|MobileTracker|tracking
networkenterprise.net|2021_12_taking_action_against_surveillance_for_hire|c2
networkmiddleast.net|2021_04_taking_action_against_hackers_in_palestine|c2
networkshareserver.com|202006_DarkBasin|c2
neuigkeitenfursie.tech|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
new.androidlost.com|AndroidLost|c2
newdemo.snoopza.com|Snoopza|tracking
newdulcina.com|MobileTracker|tracking
news-fbcb4.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
news-fbcb4.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
news-gazette.info|201810_TheKingdomCameToCanada|c2
news-smtp2go.email|2021_07_taking_action_against_hackers_in_iran|c2
news.firewall-gateway.com|201603_Shifting_Tactics|c2
newsbeast.gr.com|2021_12_taking_action_against_surveillance_for_hire|c2
newserver39.com|202006_DarkBasin|c2
newsl.ink|2021_07_taking_action_against_hackers_in_iran|c2
newslive2.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
newtarrifs.net|201608_NSO_Group|c2
newyorkingsite.com|2021_03_taking_action_against_hackers_in_china|c2
newyorkingsite.com|MobileTracker|tracking
newzeto.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
newzgroup.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
nexspy.com|AndroidPolice|tracking
nextialive.roimaster.site|MobileTracker|tracking
nfrmg1y.xyz|MobileTracker|tracking
ngc77.com|HighsterMobile|c2
nhansudaihoi13.org|2020_12_taking_action_against_hackers_in_bangladesh_and_vietnam|c2
niceonase.com|2021_12_taking_action_against_surveillance_for_hire|c2
niceonesa.net|2021_12_taking_action_against_surveillance_for_hire|c2
nicoledotson.icu|2021_04_taking_action_against_hackers_in_palestine|c2
nigeriaoilleaks.com|202006_DarkBasin|c2
nikjol.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
nimbus.bitdefender.net|MobileTracker|tracking
nineth03.oss-ap-southeast-5.aliyuncs.com|MobileTracker|tracking
nissan.gr.com|2021_12_taking_action_against_surveillance_for_hire|c2
nl.refog.com|Hoverwatch|tracking
no.response.delivery.es|201512_PackRAT|c2
node-api.theonespy.com|TheOneSpy|c2
node1.theonespy.com|TheOneSpy|c2
node2.theonespy.com|TheOneSpy|c2
node3.theonespy.com|TheOneSpy|c2
node4.theonespy.com|TheOneSpy|c2
node5.theonespy.com|TheOneSpy|c2
nodejs.spyhuman.com|SpyHuman|c2
nodeserver50.com|202006_DarkBasin|c2
norayowell.info|2021_04_taking_action_against_hackers_in_palestine|c2
noreplay.email|2021_07_taking_action_against_hackers_in_iran|c2
notification-team.servehttp.com|201702_NilePhish|c2
notifications-sec.com|MobileTracker|tracking
notifications.wa-info.com|MobileTracker|tracking
noujx.s9gxw8.com|MobileTool|c2
nouvelles247.com|201810_TheKingdomCameToCanada|c2
novafile.tk|2021_07_taking_action_against_hackers_in_iran|c2
novasdk.oss-cn-beijing.aliyuncs.com|MobileTracker|tracking
novosti.bid|2021_12_taking_action_against_surveillance_for_hire|c2
nrgrsrvrer.com|202006_DarkBasin|c2
ns.update-outlook.info|201512_PackRAT|c2
ns1.deyrep.com|201512_PackRAT|c2
ns1.hostinger.ru|201512_PackRAT|c2
ns1.ukraine.com.ua|201512_PackRAT|c2
ns2.deyrep.com|201512_PackRAT|c2
nsoqa.com|201608_NSO_Group|c2
nwluoodzct.xyz|MobileTracker|tracking
nwzhmwux-api.findgravy.com|MobileTracker|tracking
o.freespy1.ml|MobileTracker|tracking
o.freespy1.tk|MobileTracker|tracking
observer.back4app.io|Observer|c2
ocheyhv.xyz|MobileTracker|tracking
offebnarugn.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offebnarugn.site|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offebnarugn.space|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offebnarugn.website|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offebnurgn.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offebnurgn.site|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offebnurgn.space|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offebnurgn.website|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offenbarugn.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offenbarugn.site|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offenbarugn.space|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offenbarugn.website|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offenbaurgn.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offenbaurgn.site|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offenbaurgn.space|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offenbaurgn.website|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
office-shop.me|2022_04_metas_adversarial_threat_report_q1|c2
office.hw.cab|Hoverwatch|c2
offinemaining.fun|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemaining.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemaining.pw|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemaining.site|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemaining.website|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemainung.info|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemainung.live|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemaiunng.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemaiunng.pw|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemaiunng.space|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemanung.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemanung.site|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemanung.website|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemaunng.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offineminung.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offineminung.pw|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offineminung.site|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offineminung.space|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offineminung.website|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemiunng.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemiunng.space|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemizung.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemizung.website|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemnung.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemnung.space|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemunng.online|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offinemunng.website|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
offroaderssurvive.club|MobileTracker|tracking
offshorecompanyllp.com|202006_DarkBasin|c2
offshoretoursntravels.com|202006_DarkBasin|c2
ogymoggy.firebaseio.com|TheOneSpy|c2
ogymogy.com|TheOneSpy|tracking
oilgy.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
okjojihgv.com|MobileTracker|tracking
olexegy.com|2021_12_taking_action_against_surveillance_for_hire|c2
olimob.net|MobileTracker|tracking
olurdaolurdediler.shop|MobileTrackerFree|c2
olxeg.com|2021_12_taking_action_against_surveillance_for_hire|c2
omanreal.net|2021_12_taking_action_against_surveillance_for_hire|c2
omeega.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
onarchbylap.com|MobileTracker|tracking
oncamera.top|MobileTracker|tracking
oncamera.vip|MobileTracker|tracking
oncast.top|MobileTracker|tracking
ondemand.pushthisurl.com|202006_DarkBasin|c2
onedrivelive.me|2022_04_metas_adversarial_threat_report_q1|c2
onedriveupdate.net|2022_04_metas_adversarial_threat_report_q1|c2
onelink.me|MobileTracker|tracking
onelnk.com|MobileTracker|tracking
onelocator.com|OneLocator|tracking
onemonitar.com|OneSpy|tracking
onespy-in-196211.firebaseio.com|OneSpy|c2
onespy-in-d.s3.eu-central-1.amazonaws.com|OneSpy|distribution
onespy.com|OneSpy|tracking
onetouchsecurities.com|AbsoluTrack|tracking
online-audible.com|2022_04_metas_adversarial_threat_report_q1|c2
online-chess.live|2022_04_metas_adversarial_threat_report_q1|c2
onlinecontrol.app|mSpy|tracking
onlinefundb.com|TrackingSmartphone|c2
onlinefundb.com|TrackingSmartphone|tracking
onlineloginportal.com|202006_DarkBasin|c2
onlineloginportalhk.com|202006_DarkBasin|c2
onlineloginportalmy.com|202006_DarkBasin|c2
onlineloginportalsg.com|202006_DarkBasin|c2
onlineloginserviceeu.com|202006_DarkBasin|c2
onlineloginserviceuk.com|202006_DarkBasin|c2
onlineloginserviceusa.com|202006_DarkBasin|c2
onlinemusicstoreuk.com|202006_DarkBasin|c2
onlinenetworkinghelp.com|202006_DarkBasin|c2
onlinesecure.app|mSpy|tracking
onlineservices.gr.com|2021_12_taking_action_against_surveillance_for_hire|c2
onpointcorp.co|2021_07_taking_action_against_hackers_in_iran|c2
ooredoodeals.com|201608_NSO_Group|c2
openserverholland.com|202006_DarkBasin|c2
opensourcecontext.com|MobileTracker|tracking
opispy.net|HelloSpy|tracking
oppleman.org|MobileTracker|tracking
optimizedimghosting.com|201605_Stealth_Falcon|c2
optionalblogging.com|202006_DarkBasin|c2
optionalblogginges.com|202006_DarkBasin|c2
optionalbloggingeu.com|202006_DarkBasin|c2
optionalblogginguk.com|202006_DarkBasin|c2
optionaldesigners.com|202006_DarkBasin|c2
optionsothego.com|202006_DarkBasin|c2
orangegypt.co|2021_12_taking_action_against_surveillance_for_hire|c2
orchomenos.news|2021_12_taking_action_against_surveillance_for_hire|c2
order.80876dd5.shop|MobileTracker|tracking
oroscopemestry.com|MobileTracker|tracking
ortn13der.xyz|MobileTracker|tracking
oscontext.com|MobileTracker|tracking
oso.kcpro.ga|MobileTracker|tracking
ospocatracker.com|MobileTracker|tracking
otaupdatesios.com|2021_12_taking_action_against_surveillance_for_hire|c2
outcome-ssp.supersonicads.com|MobileTracker|tracking
outline.abunddhighett.com|MobileTracker|tracking
outline.truecaller.com|MobileTracker|tracking
outlook-login.com|201801_SpyingOnABudget|c2
outlook-services.com|2021_07_taking_action_against_hackers_in_iran|c2
outlookde.live|2022_04_metas_adversarial_threat_report_q1|c2
outlookdelivery.com|2022_04_metas_adversarial_threat_report_q1|c2
outlookservices.live|2021_07_taking_action_against_hackers_in_iran|c2
outlookservices.me|2021_07_taking_action_against_hackers_in_iran|c2
outube.live|2021_07_taking_action_against_hackers_in_iran|c2
overingtonray.info|2021_04_taking_action_against_hackers_in_palestine|c2
ownspy.com|OwnSpy|tracking
ownspy.es|OwnSpy|tracking
oxy.nexspy.com|AndroidPolice|tracking
p.baoyueai.com|MobileTracker|tracking
p.freespy1.ml|MobileTracker|tracking
p.freespy1.tk|MobileTracker|tracking
p.webengage.com|MobileTracker|tracking
package.mrec24.com|Mrecorder|c2
package2.mrec24.com|Mrecorder|c2
pageredirectservice.com|202006_DarkBasin|c2
pageserver299.com|202006_DarkBasin|c2
pageserver77.com|202006_DarkBasin|c2
pageserverru.com|202006_DarkBasin|c2
palpolice.icu|2021_04_taking_action_against_hackers_in_palestine|c2
pancaliente.info|201512_PackRAT|c2
panel.clevguard.com|ClevGuard|tracking
panel.spy24.net|Spy24|c2
panel.webdetetive.com.br|OwnSpy|tracking
panel24.org|Spy24|c2
panspy-1.oss-us-west-1.aliyuncs.com|PanSpy|c2
panspy.com|PanSpy|c2
panspy.com|PanSpy|tracking
panspy.me|PanSpy|c2
panspy.me|PanSpy|distribution
paok-24.com|2021_12_taking_action_against_surveillance_for_hire|c2
parent-msp.app|mSpy|tracking
parser.cufinder.io|MobileTracker|tracking
partner.securspy.com|SpyApp|tracking
pastepast.net|2021_12_taking_action_against_surveillance_for_hire|c2
pathanalyzer.com|MobileTracker|tracking
pathanalyzerpro.com|MobileTracker|tracking
paulycongalton.pro|2021_04_taking_action_against_hackers_in_palestine|c2
pc.backupsoft.eu|AndroidPolice|c2
pc.brunoespiao.com.br|BrunoEspiao|c2
