# Vigil IOC: C2 and tracking domains
# Format: domain|threat_name|category
pc.foxspy.com.br|EspiaoAndroid|c2
pc.freespyapp.com|AndroidPolice|c2
pc.freespyapp.com|AndroidPolice|tracking
pc.myswiftmobilespy.co.za|SwiftMobileSpy|tracking
pc.selfspy.com|AndroidPolice|c2
pc.selfspy.com|AndroidPolice|tracking
pc.spykontrol.com|AndroidPolice|c2
pc.spyone.pl|Spyone|c2
pc.viptelefonprogrami.com|AndroidPolice|c2
pc1.brunoespiao.com.br|BrunoEspiao|c2
pctattletale.com|pcTattletale|c2
pctattletalev2.s3.amazonaws.com|pcTattletale|c2
pdfviewer.app|2021_12_taking_action_against_surveillance_for_hire|c2
pemuti.com|MobileTracker|tracking
perargero.com|MobileTracker|tracking
personaldoaminru.com|202006_DarkBasin|c2
personaldoaminsg.com|202006_DarkBasin|c2
pflix.camdvr.org|2022_08_metas_adversarial_threat_report_q2|c2
pfsense02-01.is-61194.teragence.net|MobileTracker|tracking
pgv4.com|SpyApp|c2
pgv4.com|SpyApp|tracking
pharaohsadventure.club|MobileTracker|tracking
phone-backup-service.firebaseio.com|RealtimeSpy|c2
phone-spy.com|PhoneSpy|tracking
phoneboster.com|MobileTracker|tracking
phonecallerscreen.com|MobileTracker|tracking
phonecontrolapp-e2c64.firebaseio.com|Reptilicus|c2
phonecontrolblockspamcalls.com|MobileTracker|tracking
phonedata.me|Cocospy|c2
phonemonitor.com|PhoneMonitor|tracking
phoneparental.com|TheTruthSpy|tracking
phonesheriff.com|PhoneSheriff|c2
phonesheriff.com|PhoneSheriff|tracking
phonespector-b2f13.firebaseio.com|HighsterMobile|c2
phonespector.com|HighsterMobile|c2
phonespector.com|HighsterMobile|tracking
phonespying.com|TheTruthSpy|c2
phonespying.com|TheTruthSpy|tracking
phonetrack.com|EasyPhoneTrack|c2
phonetracker.com|SpyphoneMobileTracker|c2
phonetracker.com|SpyphoneMobileTracker|tracking
phonetracker95gpsonly.firebaseio.com|SpyphoneMobileTracker|c2
phonetracking-dd226.firebaseio.com|SpyAdvice|c2
phonetracking.net|TheTruthSpy|c2
phonetracking.net|TheTruthSpy|tracking
phonfinbyclap.com|MobileTracker|tracking
phonsee.com|mSpy|tracking
photoeditorbest.club|MobileTracker|tracking
phpinfo.pw|201801_SpyingOnABudget|c2
phpwebserver34.best|202006_DarkBasin|c2
phpwebserver34.site|202006_DarkBasin|c2
phpwebserver34.tech|202006_DarkBasin|c2
phpwebserver34.xyz|202006_DarkBasin|c2
pi.info-taxi.info|AndroidPolice|c2
pic-shareonline.com|2021_07_taking_action_against_hackers_in_iran|c2
pickuchu.com|201608_NSO_Group|c2
piction.club|MobileTracker|tracking
pie.wirelessregistry.com|MobileTracker|tracking
pikchoeditor.com|MobileTracker|tracking
pin.pgv4.com|SpyApp|tracking
pin.spyapp.ro|SpyApp|tracking
pipe.thd.cc|mSpy|c2
pixelprose.fr|MobileTracker|tracking
pixlr.live|2021_07_taking_action_against_hackers_in_iran|c2
pixlr.myftp.org|2021_07_taking_action_against_hackers_in_iran|c2
planyourexoticvacation.com|202006_DarkBasin|c2
play-protect.com|2022_08_metas_adversarial_threat_report_q2|c2
play-store-3bb64.firebaseio.com|MeuSpy|c2
play-store-51182.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
play-store-51182.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
play.google.com.whatsapp.playapps.ga|2022_08_metas_adversarial_threat_report_q2|c2
playestore.net|2021_12_taking_action_against_surveillance_for_hire|c2
playgoog1e.com|2021_03_taking_action_against_hackers_in_china|c2
playgoog1e.com|MobileTracker|tracking
plug2025.bm-com.com|MobileTracker|tracking
pluginapi.chajianapi.com|MobileTracker|tracking
ply.bearclod.com|MobileTracker|tracking
pma-234fsfsddfsdfds09.onemonitar.com|OneSpy|tracking
pn8sm7rjuc.execute-api.us-east-1.amazonaws.com|MobileTracker|tracking
pocopoc.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
poiuwhejgr.com|MobileTracker|tracking
polarismail.services|201909_MissingLink|c2
policy.getdownloadtime.com|MobileTracker|tracking
politica.in.ua|2022_04_metas_adversarial_threat_report_q1|c2
politika.bid|2021_12_taking_action_against_surveillance_for_hire|c2
politique-koaci.info|2021_12_taking_action_against_surveillance_for_hire|c2
ponyvideochat.com|MobileTracker|tracking
pop.secuerserver.com|201707_InsiderInfo|c2
portal.android007.com|Android007|tracking
portal.flexispy.com|FlexiSpy|c2
portal.mobilebackup.biz|AndroidPolice|tracking
portal.spytek.co.za|SpyTek|tracking
portal.topzaloha.cz|AndroidPolice|tracking
portal.unipass.top|MobileTracker|tracking
portfoliofasinating.com|202006_DarkBasin|c2
positivefitness.club|MobileTracker|tracking
post-jquery.com|2021_07_taking_action_against_hackers_in_iran|c2
post-manager.com|202006_DarkBasin|c2
postmailsecret.com|201801_SpyingOnABudget|c2
postmarkapiservice.com|202006_DarkBasin|c2
postserverem.com|202006_DarkBasin|c2
postserviceemaildomain.com|202006_DarkBasin|c2
power-messenger.com|2021_04_taking_action_against_hackers_in_palestine|c2
ppleid.org|202006_DarkBasin|c2
pql.kcpro.ga|MobileTracker|tracking
precise.fit|MobileTracker|tracking
prefiles.ml|2021_07_taking_action_against_hackers_in_iran|c2
preservtyg.com|2021_03_taking_action_against_hackers_in_china|c2
preservtyg.com|MobileTracker|tracking
pricetiger.org|MobileTracker|tracking
prmopromo.com|2021_12_taking_action_against_surveillance_for_hire|c2
pro.logger.mobi|EasyLogger|c2
pro.logger.mobi|EasyLogger|distribution
productdemoservice.com|202006_DarkBasin|c2
production.getpriceapp.com|MobileTracker|tracking
products-office.online|2021_04_taking_action_against_hackers_in_palestine|c2
profile.localytics.com|MobileTracker|tracking
profotoeditor.com|HelloSpy|distribution
prog-money.android-monitor.ru|AndroidPolice|c2
prog-money.android-monitor.ru|AndroidPolice|tracking
prog-money.com|AndroidPolice|c2
prog-money.com|AndroidPolice|tracking
project-323448153542050953.firebaseio.com|mSpy|c2
project-7991479181228723357.firebaseio.com|Mrecorder|c2
projectormp.com|MobileTracker|tracking
promosdereve.com|201810_TheKingdomCameToCanada|c2
promotespritialbelief.com|202006_DarkBasin|c2
pronews.gr.com|2021_12_taking_action_against_surveillance_for_hire|c2
prontodigital.com.br|eagleSPY|tracking
proocallerr.com|MobileTracker|tracking
prospybubble.com|Hoverwatch|tracking
protocol-a.copy9.com|TheTruthSpy|c2
protocol-a.exactspy.com|TheTruthSpy|c2
protocol-a.fonetracker.com|TheTruthSpy|c2
protocol-a.guestspy.com|TheTruthSpy|c2
protocol-a.ispyoo.com|TheTruthSpy|c2
protocol-a.mxspy.com|TheTruthSpy|c2
protocol-a.thetruthspy.com|TheTruthSpy|c2
protocol-a100.fonetracker.com|TheTruthSpy|c2
protocol-a100.phoneparental.com|TheTruthSpy|c2
protocol-a100.thetruthspy.com|TheTruthSpy|c2
protocol-a5.guestspy.com|TheTruthSpy|c2
protocol-a58.guestspy.com|TheTruthSpy|c2
protocol-a59.guestspy.com|TheTruthSpy|c2
protocol-a6.thetruthspy.com|TheTruthSpy|c2
protocol-a60.guestspy.com|TheTruthSpy|c2
protocol-a600.fonetracker.com|TheTruthSpy|c2
protocol-a610.copy9.com|TheTruthSpy|c2
protocol-a610.thetruthspy.com|TheTruthSpy|c2
protocol-a611.copy9.com|TheTruthSpy|c2
protocol-a611.thetruthspy.com|TheTruthSpy|c2
protocol-a612.copy9.com|TheTruthSpy|c2
protocol-a614.copy9.com|TheTruthSpy|c2
protocol-a615.copy9.com|TheTruthSpy|c2
protocol-a616.copy9.com|TheTruthSpy|c2
protocol-a617.copy9.com|TheTruthSpy|c2
protocol-a618.copy9.com|TheTruthSpy|c2
protocol-a620.copy9.com|TheTruthSpy|c2
protocol-a621.copy9.com|TheTruthSpy|c2
protocol-a65.guestspy.com|TheTruthSpy|c2
protocol-a69.copy9.com|TheTruthSpy|c2
protocol-a696.copy9.com|TheTruthSpy|c2
protocol-a70.guestspy.com|TheTruthSpy|c2
protocol-a710.copy9.com|TheTruthSpy|c2
protocol-a712.fonetracker.com|TheTruthSpy|c2
protocol-a72.thetruthspy.com|TheTruthSpy|c2
protocol-a720.thetruthspy.com|TheTruthSpy|c2
protocol-a721.thetruthspy.com|TheTruthSpy|c2
protocol-a722.thetruthspy.com|TheTruthSpy|c2
protocol-a723.thetruthspy.com|TheTruthSpy|c2
protocol-a724.thetruthspy.com|TheTruthSpy|c2
protocol-a725.thetruthspy.com|TheTruthSpy|c2
protocol-a726.thetruthspy.com|TheTruthSpy|c2
protocol-a727.thetruthspy.com|TheTruthSpy|c2
protocol-a728.thetruthspy.com|TheTruthSpy|c2
protocol-a729.thetruthspy.com|TheTruthSpy|c2
protocol-a730.thetruthspy.com|TheTruthSpy|c2
protocol-a731.thetruthspy.com|TheTruthSpy|c2
protocol-a732.thetruthspy.com|TheTruthSpy|c2
protocol-a733.thetruthspy.com|TheTruthSpy|c2
protocol-a734.thetruthspy.com|TheTruthSpy|c2
protocol-a735.thetruthspy.com|TheTruthSpy|c2
protocol-a736.thetruthspy.com|TheTruthSpy|c2
protocol-a737.thetruthspy.com|TheTruthSpy|c2
protocol-a738.thetruthspy.com|TheTruthSpy|c2
protocol-a739.thetruthspy.com|TheTruthSpy|c2
protocol-a740.thetruthspy.com|TheTruthSpy|c2
protocol-a741.thetruthspy.com|TheTruthSpy|c2
protocol-a742.thetruthspy.com|TheTruthSpy|c2
protocol-a743.thetruthspy.com|TheTruthSpy|c2
protocol-a744.thetruthspy.com|TheTruthSpy|c2
protocol-a745.mxspy.com|TheTruthSpy|c2
protocol-a745.thetruthspy.com|TheTruthSpy|c2
protocol-a746.thetruthspy.com|TheTruthSpy|c2
protocol-a747.thetruthspy.com|TheTruthSpy|c2
protocol-a748.thetruthspy.com|TheTruthSpy|c2
protocol-a749.thetruthspy.com|TheTruthSpy|c2
protocol-a780.copy9.com|TheTruthSpy|c2
protocol-a780.fonetracker.com|TheTruthSpy|c2
protocol-a780.ispyoo.com|TheTruthSpy|c2
protocol-a780.mxspy.com|TheTruthSpy|c2
protocol-a785.copy9.com|TheTruthSpy|c2
protocol-a785.fonetracker.com|TheTruthSpy|c2
protocol-a810.ispyoo.com|TheTruthSpy|c2
protocol-a810.mxspy.com|TheTruthSpy|c2
protocol-a810.thetruthspy.com|TheTruthSpy|c2
protocol-a811.ispyoo.com|TheTruthSpy|c2
protocol-a811.mxspy.com|TheTruthSpy|c2
protocol-a880.ispyoo.com|TheTruthSpy|c2
protocol-a89.ispyoo.com|TheTruthSpy|c2
protocol-a89.mxspy.com|TheTruthSpy|c2
protocol-a910.thetruthspy.com|TheTruthSpy|c2
protocol-a915.thetruthspy.com|TheTruthSpy|c2
protocol-a920.thetruthspy.com|TheTruthSpy|c2
protocol-a925.thetruthspy.com|TheTruthSpy|c2
protocol-a930.thetruthspy.com|TheTruthSpy|c2
protocol-a935.thetruthspy.com|TheTruthSpy|c2
protocol-a940.thetruthspy.com|TheTruthSpy|c2
protocol-a941.thetruthspy.com|TheTruthSpy|c2
protocol-a942.thetruthspy.com|TheTruthSpy|c2
protocol-a943.thetruthspy.com|TheTruthSpy|c2
protocol-a944.thetruthspy.com|TheTruthSpy|c2
protocol-a945.thetruthspy.com|TheTruthSpy|c2
protocol-a946.thetruthspy.com|TheTruthSpy|c2
protocol-a947.thetruthspy.com|TheTruthSpy|c2
protocol-monitor.thetruthspy.com|TheTruthSpy|c2
protocol-viewer-a.copy9.com|TheTruthSpy|c2
protocol.copy9.com|TheTruthSpy|c2
protocol.guestspy.com|TheTruthSpy|c2
protocol.inospy.com|TheTruthSpy|c2
protocol.ispyoo.com|TheTruthSpy|c2
protocol.mxspy.com|TheTruthSpy|c2
protocol.systemserviceprovider.com|TheTruthSpy|c2
protocol.thetruthspy.com|TheTruthSpy|c2
protothema.live|2021_12_taking_action_against_surveillance_for_hire|c2
proupload.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
proxy.reptilicus.net|Reptilicus|c2
proxy48.oss-eu-central-1.aliyuncs.com|MobileTracker|tracking
prwebsiteuk.com|202006_DarkBasin|c2
ps1link.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
ps2link.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
ps97mailer.logger.mobi|EasyLogger|c2
pssts1.nozonenet.com|201712_Cyberbit|c2
pt.mobilespy.at|AndroidPolice|tracking
publicsgroupe.net|2021_07_taking_action_against_hackers_in_iran|c2
pulsesolutions-net-easy-logger.firebaseio.com|EasyLogger|c2
pupki.co|201712_Cyberbit|c2
pure-talk.site|2021_04_taking_action_against_hackers_in_palestine|c2
push.mobilefonex.com|FlexiSpy|c2
pushapi.localytics.com|MobileTracker|tracking
putanything.com|2021_04_taking_action_against_hackers_in_palestine|c2
pwhois.net|MobileTracker|tracking
pwhois.org|MobileTracker|tracking
pwtgnp.pw|MobileTracker|tracking
pwutc.live|2021_07_taking_action_against_hackers_in_iran|c2
q12z.net|mSpy|c2
q12z.net|mSpy|distribution
q95294fs.beget.tech|AndroidPolice|c2
qaintqa.com|201608_NSO_Group|c2
qh2020.org|2020_12_taking_action_against_hackers_in_bangladesh_and_vietnam|c2
qibdirctiowa.com|MobileTracker|tracking
qiberiblaon.com|MobileTracker|tracking
qibla-quran.com|MobileTracker|tracking
qibla-ultima.com|MobileTracker|tracking
qiblassirection.com|MobileTracker|tracking
qrcodesscan.com|MobileTracker|tracking
qrreaderpro.com|MobileTracker|tracking
qtwjhuj.com|MobileTracker|tracking
quanly24h.net|AndroidPolice|c2
quickupdates.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
quietquell.com|MobileTracker|tracking
quinoa-personal-identify-prod.sense360eng.com|MobileTracker|tracking
quota-notification.servehttp.com|201702_NilePhish|c2
qwert.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
qwxzyl.com|2021_12_taking_action_against_surveillance_for_hire|c2
r.findmykids.org|FindMyKids|c2
racerscardriver.club|MobileTracker|tracking
racksackserveruk.com|202006_DarkBasin|c2
rackserver39.com|202006_DarkBasin|c2
rali.live|2021_07_taking_action_against_hackers_in_iran|c2
randy-severs.info|2021_04_taking_action_against_hackers_in_palestine|c2
rank.trellian.com|MobileTracker|tracking
rastreadordenamorado.com.br|RastreadorDeNamorado|tracking
ratapi11223344786.azurewebsites.net|2022_08_metas_adversarial_threat_report_q2|c2
rbk.today|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
rc-api.lifecircle.app|TrackView|c2
rcomlogin.com|AndroidPolice|c2
rctphvxwnjhx.pw|MobileTracker|tracking
rdeskapi719543132892786.azurewebsites.net|2022_08_metas_adversarial_threat_report_q2|c2
readmytipsntricks.com|202006_DarkBasin|c2
realtime-spy-mobile.com|RealtimeSpy|c2
realtime-spy-mobile.com|RealtimeSpy|tracking
rec.hw.cab|Hoverwatch|c2
recomspy.com|RecomSpy|tracking
recruitme.international|2021_07_taking_action_against_hackers_in_iran|c2
redcrossworld.com|201608_NSO_Group|c2
redeitt.com|2021_12_taking_action_against_surveillance_for_hire|c2
redirection.bid|201803_BadTraffic|c2
redirectonline.xyz|202006_DarkBasin|c2
redirectserviceonline.com|202006_DarkBasin|c2
redvios.com|MobileTracker|tracking
refinery.shopsavvy.com|MobileTracker|tracking
refog.com|Hoverwatch|tracking
refog.de|Hoverwatch|tracking
refog.net|Hoverwatch|tracking
refog.org|Hoverwatch|tracking
registrationonlineeurope.com|202006_DarkBasin|c2
registrations.smstracker.com|CallSMSTracker|tracking
relay1.trackview.net|TrackView|c2
remgrogroup.com|2022_04_metas_adversarial_threat_report_q1|c2
remotecommands.com|LetMeSpy|c2
remotecommands.com|LetMeSpy|tracking
remotesecurity-629f2.firebaseio.com|AbsoluTrack|c2
remotesecurityots.firebaseio.com|AbsoluTrack|c2
remoto.foxspy.com.br|EspiaoAndroid|c2
repo.mspyonline.com|mSpy|c2
report.huqindustries.co.uk|MobileTracker|tracking
reporting-util.tutelatechnologies.com|MobileTracker|tracking
reporting.tutelatechnologies.com|MobileTracker|tracking
reports.crashlytics.com|MobileTracker|tracking
reptilicus.net|Reptilicus|c2
reptilicus.net|Reptilicus|tracking
repubblica.life|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
restricted-videos.servehttp.com|201702_NilePhish|c2
retinax.com|PhoneSheriff|tracking
revistadcr.com|2022_04_metas_adversarial_threat_report_q1|c2
rf.mk|201909_MissingLink|c2
rfjdhxbz.com|MobileTracker|tracking
richardbeman.info|2021_04_taking_action_against_hackers_in_palestine|c2
rinimae.oss-ap-southeast-5.aliyuncs.com|MobileTracker|tracking
riospy.net|RioSPY|tracking
rkarsin453287786.azurewebsites.net|2022_08_metas_adversarial_threat_report_q2|c2
ro.mobilespy.at|AndroidPolice|tracking
ro.pgv4.com|SpyApp|tracking
ro.refog.com|Hoverwatch|tracking
roaccount.pgv4.com|SpyApp|tracking
robert-conley.space|2021_04_taking_action_against_hackers_in_palestine|c2
robertking.site|2021_04_taking_action_against_hackers_in_palestine|c2
robotics.land|2021_07_taking_action_against_hackers_in_iran|c2
rockalab.com|mSpy|c2
rockerhostings.com|202006_DarkBasin|c2
rooitor.com|MobileTracker|tracking
rp.apollospy.com|Reptilicus|c2
rp.dedrone.com.ua|Reptilicus|c2
rp.labrador.ua|Reptilicus|c2
rp.liquidblue.com.ua|Reptilicus|c2
rportranslator.com|MobileTracker|tracking
rrn.world|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
rrspy.com|RealtimeSpy|c2
rtc.ttspy.com|RealtimeSpy|c2
ru.neospy.net|NeoSpy|tracking
ruba-bakkour-facebook.blogspot.com|2021_11_action_against_hackers_in_pakistan_and_syria|c2
rulapptoplan.com|MobileTracker|tracking
ruley.no-ip.org|201512_PackRAT|c2
rulinuxbasic.com|202006_DarkBasin|c2
runaki-support.appspot.com|ShadowSpy|c2
ruslinbas.com|202006_DarkBasin|c2
russialinuxbasic.com|202006_DarkBasin|c2
rythemsjoy.club|MobileTracker|tracking
rythergannon.info|2021_04_taking_action_against_hackers_in_palestine|c2
rzhpe6vyf9.execute-api.eu-west-2.amazonaws.com|MobileTracker|tracking
s.appjiagu.com|Cocospy|c2
s.net2share.com|MobileTracker|tracking
s.servidor.in|MeuSpy|c2
s1.mgoogle.us|201512_PackRAT|c2
s1.panspy.com|PanSpy|c2
s1.spylive360.com|SpyLive360|c2
s1.support|201512_PackRAT|c2
s2.mgoogle.us|201512_PackRAT|c2
s2.spylive360.com|SpyLive360|c2
s3.spylive360.com|SpyLive360|c2
s3.thd.cc|mSpy|c2
s9gxw8.com|MobileTool|c2
sa.api.india.miui.com|MobileTracker|tracking
sa.api.intl.miui.com|MobileTracker|tracking
sa.api.rus.miui.com|MobileTracker|tracking
saahas.servecounterstrike.com|2021_11_action_against_hackers_in_pakistan_and_syria|c2
sabafon.info|201608_NSO_Group|c2
sabic.work|2021_07_taking_action_against_hackers_in_iran|c2
safe-link.mobi|MobileTracker|tracking
safe-root.com|mSpy|tracking
safe.videoadblockerplus.com|MobileTracker|tracking
safeguarde.com|HighsterMobile|tracking
safelock.club|MobileTracker|tracking
safelyredirecting.com|2021_12_taking_action_against_surveillance_for_hire|c2
safelyredirecting.digital|2021_12_taking_action_against_surveillance_for_hire|c2
saferedirect.pw|202006_DarkBasin|c2
saferspy.com|OwnSpy|tracking
safespy.com|Cocospy|tracking
safespy.vip|Cocospy|c2
safetyssl.security-centers.com|201604_UP007_SLServer|c2
safeyourdata.xyz|MobileTracker|tracking
sahar.oss-us-east-1.aliyuncs.com|MobileTracker|tracking
saipem.org|2022_04_metas_adversarial_threat_report_q1|c2
samehnew-10a7c.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
samehnew-10a7c.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
sandbox97.childsafetytrackerapp.com|EasyLogger|c2
sandbox97.logger.mobi|EasyLogger|c2
sandbox97.seniorsafetyapp.com|EasyLogger|c2
sandra-franklin.fun|2021_04_taking_action_against_hackers_in_palestine|c2
sandsngo.com|2021_07_taking_action_against_hackers_in_iran|c2
sanely.cc|MobileTracker|tracking
santanaservice.com|202006_DarkBasin|c2
sap4mobile-89685.firebaseio.com|AndroidPolice|c2
sap4mobile.com|AndroidPolice|c2
sapient-flight-837.firebaseio.com|MobileTrackerFree|c2
sapserver39j.com|202006_DarkBasin|c2
sapserverhg.com|202006_DarkBasin|c2
sapserverhike.com|202006_DarkBasin|c2
sapserverhipe.com|202006_DarkBasin|c2
sauditourismguide.com|2022_04_metas_adversarial_threat_report_q1|c2
saudivisions2030.org|2021_07_taking_action_against_hackers_in_iran|c2
savemoneytrick.com|2022_04_metas_adversarial_threat_report_q1|c2
sbt.tv|BrunoEspiao|distribution
scandocnotes.com|MobileTracker|tracking
scar.unityads.unity3d.com|MobileTracker|tracking
scfstats.alixblog.com|MobileTracker|tracking
schlauespiel.de|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
scorerabbate.site|2021_04_taking_action_against_hackers_in_palestine|c2
screentimelabs.appspot.com|AndroidPolice|c2
screentimelabs.com|AndroidPolice|tracking
sdk-as.complementics.com|MobileTracker|tracking
sdk.dofunapps.com|MobileTracker|tracking
sdk.predic.io|MobileTracker|tracking
sdk.sdkbalance.com|MobileTracker|tracking
sdk.starbolt.io|MobileTracker|tracking
seahome.top|MobileTracker|tracking
